"SeatIndex","STATE","CONSTITUENCY","NAME","WINNER","PARTY","SYMBOL","GENDER","CRIMINAL.CASES","AGE","CATEGORY","EDUCATION","ASSETS","LIABILITIES","GENERAL.VOTES","POSTAL.VOTES","TOTAL.VOTES","OVER.TOTAL.ELECTORS..IN.CONSTITUENCY","OVER.TOTAL.VOTES.POLLED..IN.CONSTITUENCY","TOTAL.ELECTORS"
306,"Uttar Pradesh","KUSHI NAGAR","VIJAY KUMAR DUBEY",1,"BJP","Lotus","MALE",0,50,"GENERAL","12th Pass","Rs 2,18,60,780
 ~ 2 Crore+","Rs 3,16,847
 ~ 3 Lacs+",595508,1531,597039,33.8925523,56.68222715,1761564
307,"Jammu & Kashmir","LADAKH","Jamyang Tsering Namgyal",1,"BJP","Lotus","MALE",0,33,"ST","Graduate","Rs 9,81,904
 ~ 9 Lacs+","Rs 0
 ~",41315,1599,42914,23.94326906,33.69768355,179232
308,"Assam","LAKHIMPUR","PRADAN BARUAH",1,"BJP","Lotus","MALE",0,53,"ST","12th Pass","Rs 1,43,07,978
 ~ 1 Crore+","Rs 58,39,285
 ~ 58 Lacs+",774017,2389,776406,45.45667978,60.47011176,1708013
309,"Lakshadweep","LAKSHADWEEP","MOHAMMED FAIZAL PP",1,"NCP","Clock","MALE",0,43,"ST","Post Graduate","Rs 9,38,641
 ~ 9 Lacs+","Rs 0
 ~",22796,55,22851,41.40499012,48.59226811,55189
310,"Uttar Pradesh","LALGANJ","Sangeeta Azad",1,"BSP","Elephant","FEMALE",0,44,"SC","Graduate Professional","Rs 8,84,51,770
 ~ 8 Crore+","Rs 0
 ~",517545,1275,518820,29.61335175,53.98391782,1751980
311,"Maharashtra","LATUR","Sudhakar Tukaram Shrangare",1,"BJP","Lotus","MALE",0,57,"SC","10th Pass","Rs 28,64,78,302
 ~ 28 Crore+","Rs 10,02,50,602
 ~ 10 Crore+",657590,3905,661495,35.06175208,56.14983248,1886657
312,"Jharkhand","LOHARDAGA","SUDARSHAN BHAGAT",1,"BJP","Lotus","MALE",0,52,"ST","Graduate","Rs 1,29,47,303
 ~ 1 Crore+","Rs 5,25,000
 ~ 5 Lacs+",369527,2068,371595,30.10606942,45.40688957,1234286
313,"Uttar Pradesh","LUCKNOW","Rajnath Singh",1,"BJP","Lotus","MALE",0,67,"GENERAL","Post Graduate","Rs 5,14,92,709
 ~ 5 Crore+","Rs 0
 ~",627881,5145,633026,31.0251048,56.64003293,2040367
314,"Punjab","LUDHIANA","RAVNEET SINGH BITTU",1,"INC","Hand","MALE",0,43,"GENERAL","12th Pass","Rs 5,42,81,096
 ~ 5 Crore+","Rs 33,31,266
 ~ 33 Lacs+",383284,511,383795,22.79981584,36.65576276,1683325
315,"Uttar Pradesh","MACHHLISHAHR","Bholanath (B.P. Saroj)",1,"BJP","Lotus","MALE",0,58,"SC","Graduate","Rs 25,90,27,394
 ~ 25 Crore+","Rs 1,11,94,163
 ~ 1 Crore+",487093,1304,488397,26.42403368,47.16943047,1848306
316,"Andhra Pradesh","MACHILIPATNAM","BALASHOWRY VALLABHANENI",1,"YSRCP","Ceiling Fan","MALE",0,50,"GENERAL","Post Graduate","Rs 99,05,75,840
 ~ 99 Crore+","Rs 74,63,10,844
 ~ 74 Crore+",567592,5258,572850,38.88086106,45.99165671,1473347
317,"Maharashtra","MADHA","Ranjeetsinha Hindurao Naik- Nimbalkar",1,"BJP","Lotus","MALE",0,42,"GENERAL","12th Pass","Rs 1,27,51,60,578
 ~ 127 Crore+","Rs 89,63,15,287
 ~ 89 Crore+",583191,3123,586314,30.70391616,48.14443478,1909574
318,"Bihar","MADHEPURA","Dinesh Chandra Yadav",1,"JD(U)","Arrow","MALE",0,67,"GENERAL","Graduate Professional","Rs 3,74,20,953
 ~ 3 Crore+","Rs 7,00,000
 ~ 7 Lacs+",623460,874,624334,33.12322303,54.40098566,1884883
319,"Bihar","MADHUBANI","ASHOK KUMAR YADAV",1,"BJP","Lotus","MALE",0,49,"GENERAL","Doctorate","Rs 4,66,99,125
 ~ 4 Crore+","Rs 78,92,847
 ~ 78 Lacs+",594811,1032,595843,33.23536729,61.76420588,1792798
320,"Tamil Nadu","MADURAI","VENKATESAN S",1,"CPI(M)","Hammer, Sickle and Star","MALE",0,49,"GENERAL","12th Pass","Rs 18,11,456
 ~ 18 Lacs+","Rs 0
 ~",444152,2923,447075,29.04921684,43.95490413,1539026
321,"Telangana","MAHABUBABAD","Kavitha Malothu",1,"TRS","Car","FEMALE",0,39,"ST","Graduate","Rs 1,97,31,269
 ~ 1 Crore+","Rs 12,52,068
 ~ 12 Lacs+",461824,285,462109,32.44270334,46.97628461,1424385
322,"Uttar Pradesh","MAHARAJGANJ","PANKAJ CHOUDHARY",1,"BJP","Lotus","MALE",0,54,"GENERAL","12th Pass","Rs 37,18,27,109
 ~ 37 Crore+","Rs 44,83,048
 ~ 44 Lacs+",725557,792,726349,37.92137237,59.18634251,1915408
323,"Bihar","MAHARAJGANJ","Janardan Singh 'Sigriwal""",1,"BJP","Lotus","MALE",0,55,"GENERAL","Graduate","Rs 1,04,51,986
 ~ 1 Crore+","Rs 3,76,000
 ~ 3 Lacs+",543523,2829,546352,30.22246217,56.1519195,1807768
324,"Chhattisgarh","MAHASAMUND","CHUNNI LAL SAHU",1,"BJP","Lotus","MALE",0,51,"GENERAL","Graduate","Rs 1,75,91,683
 ~ 1 Crore+","Rs 13,83,014
 ~ 13 Lacs+",614924,1656,616580,37.64337273,50.42497876,1637951
325,"Telangana","MAHBUBNAGAR","MANNE SRINIVAS REDDY",1,"TRS","Car","MALE",0,60,"GENERAL","12th Pass","Rs 6,33,53,123
 ~ 6 Crore+","Rs 45,69,251
 ~ 45 Lacs+",411241,161,411402,27.31567981,41.77658268,1506102
326,"Gujarat","MAHESANA","SHARDABEN ANILBHAI PATEL",1,"BJP","Lotus","FEMALE",0,71,"GENERAL","12th Pass","Rs 44,03,08,300
 ~ 44 Crore+","Rs 74,77,793
 ~ 74 Lacs+",656686,2839,659525,39.99862936,60.80381533,1648869
327,"Uttar Pradesh","MAINPURI","MULAYAM SINGH YADAV",1,"SP","Bicycle","MALE",0,79,"GENERAL","Post Graduate","Rs 20,56,04,593
 ~ 20 Crore+","Rs 2,20,55,657
 ~ 2 Crore+",523145,1781,524926,30.46164309,53.65909507,1723236
328,"Kerala","MALAPPURAM","P.K. Kunhalikutty",1,"IUML","Ladder","MALE",0,67,"GENERAL","Graduate","Rs 5,29,32,535
 ~ 5 Crore+","Rs 0
 ~",589153,720,589873,43.03933329,57.00363066,1370544
329,"West Bengal","MALDAHA DAKSHIN","ABU HASEM KHAN CHOWDHURY (DALU)",1,"INC","Hand","MALE",0,72,"GENERAL","Doctorate","Rs 27,09,59,520
 ~ 27 Crore+","Rs 7,28,107
 ~ 7 Lacs+",443540,730,444270,28.19705634,34.70921743,1575590
330,"West Bengal","MALDAHA UTTAR","KHAGEN MURMU",1,"BJP","Lotus","MALE",0,59,"ST","Graduate","Rs 1,02,32,439
 ~ 1 Crore+","Rs 10,70,914
 ~ 10 Lacs+",507798,1726,509524,30.22168445,37.5930652,1685955
331,"Telangana","MALKAJGIRI","ANUMULA REVANTH REDDY",1,"INC","Hand","MALE",0,51,"GENERAL","Graduate","Rs 24,53,57,182
 ~ 24 Crore+","Rs 2,78,07,304
 ~ 2 Crore+",602907,841,603748,19.16469887,38.61155274,3150313
332,"Himachal Pradesh","MANDI","RAM SWAROOP SHARMA",1,"BJP","Lotus","MALE",0,60,"GENERAL","10th Pass","Rs 1,57,24,337
 ~ 1 Crore+","Rs 7,83,963
 ~ 7 Lacs+",638441,8748,647189,50.50395564,68.62008932,1281462
333,"Madhya Pradesh","MANDLA","FAGGAN SINGH KULASTE",1,"BJP","Lotus","MALE",0,59,"ST","Post Graduate","Rs 2,67,02,373
 ~ 2 Crore+","Rs 10,00,075
 ~ 10 Lacs+",735365,1901,737266,37.78396293,48.57045544,1951267
334,"Madhya Pradesh","MANDSOUR","Sudheer Gupta",1,"BJP","Lotus","MALE",0,59,"GENERAL","Post Graduate","Rs 9,09,08,944
 ~ 9 Crore+","Rs 7,99,283
 ~ 7 Lacs+",845944,1842,847786,48.14572301,61.81293223,1760875
335,"Karnataka","MANDYA","SUMALATHA AMBAREESH",1,"IND","Man Blowing Turha","FEMALE",0,55,"GENERAL","10th Pass","Rs 23,41,54,139
 ~ 23 Crore+","Rs 1,42,32,295
 ~ 1 Crore+",702167,1493,703660,41.10153948,51.00382569,1712004
336,"Assam","MANGALDOI","DILIP SAIKIA",1,"BJP","Lotus","MALE",0,45,"GENERAL","Graduate","Rs 62,06,286
 ~ 62 Lacs+","Rs 0
 ~",732740,2729,735469,40.85400978,48.8223396,1800237
337,"Uttar Pradesh","MATHURA","HEMA MALINI",1,"BJP","Lotus","FEMALE",0,70,"GENERAL","Doctorate","Rs 2,50,82,70,292
 ~ 250 Crore+","Rs 13,12,88,062
 ~ 13 Crore+",667342,3951,671293,37.13123509,60.78763045,1807893
338,"West Bengal","MATHURAPUR","CHOUDHURY MOHAN JATUA",1,"AITC","Flowers and Grass","MALE",0,80,"SC","Post Graduate","Rs 1,06,67,304
 ~ 1 Crore+","Rs 0
 ~",726463,365,726828,43.99429573,51.84152283,1652096
339,"Maharashtra","MAVAL","SHRIRANG APPA CHANDU BARNE",1,"SHS","Bow and Arrow","MALE",0,55,"GENERAL","8th Pass","Rs 1,02,33,10,134
 ~ 102 Crore+","Rs 4,16,612
 ~ 4 Lacs+",718950,1713,720663,31.35935215,52.62403465,2298080
340,"Kerala","MAVELIKKARA","KODIKUNNIL SURESH",1,"INC","Hand","MALE",0,56,"SC","Post Graduate","Rs 1,29,65,129
 ~ 1 Crore+","Rs 9,82,819
 ~ 9 Lacs+",437997,2418,440415,33.66824605,45.29340985,1308102
341,"Tamil Nadu","MAYILADUTHURAI","RAMALINGAM. S",1,"DMK","Rising Sun","MALE",0,74,"GENERAL","Graduate","Rs 1,33,55,095
 ~ 1 Crore+","Rs 2,15,000
 ~ 2 Lacs+",595845,3447,599292,40.3606579,54.59126601,1484842
342,"Odisha","MAYURBHANJ","BISHWESWAR TUDU",1,"BJP","Lotus","MALE",0,54,"ST","10th Pass","Rs 27,42,000
 ~ 27 Lacs+","Rs 4,00,000
 ~ 4 Lacs+",480253,3559,483812,32.40090945,42.00876449,1493205
343,"Telangana","MEDAK","Kotha Prabhakar Reddy",1,"TRS","Car","MALE",0,53,"GENERAL","Graduate","Rs 1,26,65,81,773
 ~ 126 Crore+","Rs 26,82,66,203
 ~ 26 Crore+",595830,218,596048,37.17590646,51.81534706,1603318
344,"West Bengal","MEDINIPUR","Dilip Ghosh",1,"BJP","Lotus","MALE",0,54,"GENERAL","10th Pass","Rs 45,36,462
 ~ 45 Lacs+","Rs 0
 ~",683285,2148,685433,40.94004668,48.60120497,1674236
345,"Uttar Pradesh","MEERUT","RAJENDRA AGARWAL",1,"BJP","Lotus","MALE",0,68,"GENERAL","Post Graduate","Rs 1,34,89,377
 ~ 1 Crore+","Rs 19,90,094
 ~ 19 Lacs+",582976,3208,586184,30.96700302,48.16868539,1892931
346,"Uttar Pradesh","MIRZAPUR","Anupriya Singh Patel",1,"ADAL","Cup & Saucer","FEMALE",0,37,"GENERAL","Post Graduate","Rs 2,69,00,662
 ~ 2 Crore+","Rs 18,05,603
 ~ 18 Lacs+",590867,697,591564,32.06048289,53.3392723,1845150
347,"Uttar Pradesh","MISRIKH","Ashok Kumar Rawat",1,"BJP","Lotus","MALE",0,52,"SC","Post Graduate","Rs 4,87,71,207
 ~ 4 Crore+","Rs 57,35,470
 ~ 57 Lacs+",533562,867,534429,29.74119221,52.01852865,1796932
348,"Mizoram","MIZORAM","C LALROSANGA",1,"MNF","Star","MALE",0,62,"ST","Graduate","Rs 13,12,01,374
 ~ 13 Crore+","Rs 0
 ~",223509,777,224286,28.30235821,44.82609069,792464
349,"Uttar Pradesh","MOHANLALGANJ","Kaushal Kishore",1,"BJP","Lotus","MALE",0,59,"SC","Graduate","Rs 5,55,30,561
 ~ 5 Crore+","Rs 0
 ~",627223,2776,629999,31.13518573,49.583576,2023431
